date,headline,category,sentiment
2023-06-19,"New Taha, Trias partnership sees paradigm shift in lending to small-scale farmers",Banking,Neutral
2023-06-19,Tanzania path to a strong digital backbone,General,Neutral
2023-06-19,Tanzania seeks $260 million green financing for sixth phase of BRT,Investment,Neutral
2023-06-19,Kenya's KenGen plans to expand geothermal projects into Tanzanian market,Energy,Neutral
2023-06-18,How Tanzania can play leading role in fourth industrial revolution,General,Neutral
2023-06-17,Local companies on the spot for delaying rural electrification,Energy,Negative
2023-06-16,Government proposes removal of mobile money transaction levy,Policy,Neutral
2023-06-16,How this budget embraces digital technologies,General,Neutral
2023-06-15,Tanzania tables Sh44.39 trillion budget for 2023-24,Policy,Neutral
2023-06-15,Tanzania to establish national gold reserve,Forex,Neutral
2023-06-15,Tanzania's government debt rises by Sh10 trillion,Policy,Negative
2023-06-15,Bridging the digital divide to empower rural Tanzania,General,Neutral
2023-06-14,Tanzania to expand air navigation services,Transport,Neutral
2023-06-12,Government gets Sh45.8 billion CRDB dividend,Banking,Positive
2023-06-11,Africanbusinessleaders chafe at obstacles to trade,Trade,Negative
2023-06-09,TPA: Truth about port agreement with Dubai firm,Trade,Neutral
2023-06-09,Puma Energy shareholders receive Sh12.2 billion dividends,Banking,Positive
2023-06-08,Tanzania allocates Sh10.5 trillion to service national debt,Policy,Neutral
2023-06-06,Why govt picked DP World for Dar port,Trade,Neutral
2023-06-05,"Tanzania, Australia agree to boost trade, investment ties",Trade,Neutral
2023-06-03,How to increase domestic cooking oil production,Agriculture,Neutral
2023-06-02,Wellworth Hotels pumps $18 million in a five-star hotel in the Serengeti,Investment,Positive
2023-06-01,"New system simplifies drone importation, registration",General,Neutral
2023-06-01,Rostam's Taifa mining acquires stake in Williamson Diamonds,Investment,Positive
2023-05-30,"MCL, Institute of Directors in Tanzania enter RWI partnership",General,Neutral
2023-05-29,Expert: Climate change offers opportunities to private sector,General,Neutral
2023-05-29,AfDB to establish entrepreneurship banks for youth,Investment,Positive
2023-05-29,"Gains of Tanzania, India local currency trading",Forex,Neutral
2023-05-27,Why involvement of groundnut farmers in seeds study is crucial,Agriculture,Neutral
2023-05-25,Kikwete calls for repositioning agriculture to unlock Africa’s intra-trade,Agriculture,Neutral
2023-05-25,Yetu Microfinance depositors move to NMB Bank,Banking,Neutral
2023-05-25,Tanzania's forex reserves down by 10.9 percent,Forex,Negative
2023-05-24,How government plans to boost mining’s GDP contribution to 10 percent before 2025,Policy,Positive
2023-05-23,Why aviation soared in the first 10 months of 2022/23,General,Neutral
2023-05-23,"CRDB Bank eyes Zambia, Comoro, Malawi in new growth plan",Investment,Positive
2023-05-23,CRDB to pay record Sh117.5 billion in total dividend to its shareholders,Banking,Positive
2023-05-22,Dar port beat Mombasa in new World Bank ranking,Trade,Positive
2023-05-22,What next after latest LNG project agreement,Energy,Neutral
2023-05-22,"China, India boost investments in the EAC, but agriculture skipped",Investment,Positive
2023-05-21,How Tanzania trades with world's leading economies,Trade,Neutral
2023-05-20,"Tanzania, Mauritius and Burundi least profitable for Kenyan banks",Banking,Negative
2023-05-19,How Tanzania plans to benefit from carbon creditbusiness,General,Positive
2023-05-18,Agent banking revolutionises delivery of financial services,Banking,Neutral
2023-05-18,Government receives Sh6 billion in NBC dividend,Policy,Neutral
2023-05-17,French connection to help local start-ups tick,General,Neutral
2023-05-17,Safaricom to buy M-Pesa cash firm from Vodafone,Banking,Neutral
2023-05-17,Sh1.67 trillion education budget to focus on five key areas,General,Neutral
2023-05-15,How Kenya tax plan will impact EAC trade,Trade,Neutral
2023-05-15,Kariakoo traders go on strike over levies,General,Negative
2023-05-07,Airtel in talks with Indian Institute of Technology (IIT),Banking,Neutral
2023-05-06,Tanzania government defends Tanga Cement acquisition,General,Neutral
2023-05-05,Why trillions in investment will deliver positive results,General,Positive
2023-05-04,Net profits of 13 first tier banks in Tanzania in Q1 2023,Banking,Neutral
2023-05-03,How government plans to raise Sh20 trillion through PPP plan,Policy,Neutral
2023-05-02,Kenyan shilling hits a new all-time low against the dollar,Forex,Negative
2023-05-01,NBC embraces more innovation,Banking,Neutral
2023-04-24,Tanzania third fastest growing economy in Africa,General,Positive
2023-04-23,Strategis' newly launched container insurance to address cash deposit challenges,Banking,Neutral
2023-04-20,Tanzania's tourism earnings rebound beyond pre-pandemic,General,Positive
2023-04-18,"Dar bourse feels pinch of global turmoil, BoT steps",Forex,Negative
2023-04-17,Why East Africa could become Africa's economic giant,General,Neutral
2023-04-17,"EA fisheries’ contribution undervalued, report shows",Trade,Neutral
2023-04-16,Tanzania to overtake Kenya as largest economy in 10 years,General,Positive
2023-04-14,Sh700 billion rare earth operation beckons,Investment,Positive
2023-04-13,Arusha airport undergoes Sh6.3 billion expansion,General,Neutral
2023-04-09,Minister seeks transparency in the mineral industry,Policy,Neutral
2023-04-08,CAG report reveals social security fund loss-making buildings,General,Negative
2023-04-08,Counterfeit car parts flood Tanzania's local market,Trade,Negative
2023-04-07,US pledges $1.5 billion support for Tanzania over next five years,Policy,Positive
2023-04-07,Who inflated Air Tanzania’s cargo plane invoice?,General,Neutral
2023-04-06,Samia spends Sh8.4 trillion for various projects,Policy,Neutral
2023-04-05,"Stamico, CTI seek to address low use of local raw materials",Agriculture,Neutral
2023-04-04,SBT assures consumers of adequate sugar supply,General,Neutral
2023-04-03,Tanzania leads switch to EVs in East Africa,Energy,Positive
2023-04-01,Tanzanians are not aware of gold value addition: Research,General,Neutral
2023-03-31,US promises more support to Tanzania,Policy,Positive
2023-03-29,Bus operators breathe sigh of relief as makers open local office in Dar,General,Neutral
2023-03-29,Puma reports 45 percent growth in jet fuel volume,Energy,Positive
2023-03-29,Tanzania falls in the dollar billionaire ranking: Report,Forex,Neutral
2023-03-29,"Geita Gold, Stamico sign Sh55 billion drilling contract",Investment,Positive
2023-03-28,Nala to invest $1million in innovation after securing licence,Investment,Positive
2023-03-28,South African investors explore Tanzania mining potential,Investment,Neutral
2023-03-27,Majaliwa: Why we want even lower lending rates,Policy,Neutral
2023-03-27,War on fake seeds gets fresh impetus,General,Neutral
2023-03-27,Why Tanzania is lagging behind in startup funding,General,Negative
2023-03-26,Cereals board expects Sh26 billion from rice sale,Agriculture,Positive
2023-03-26,How Tanzania spent Sh20 trillion in 2 years on projects,General,Neutral
2023-03-25,300 food vendors get a short in the arm from Coca-Cola and Oryx Gas.,General,Positive
2023-03-25,"Farmers speak of challenges, opportunities from irrigation",Agriculture,Neutral
2023-03-24,A pan-Africanist talks about Tanzania’s economic potential,General,Neutral
2023-03-23,How Tanzania can mitigate effects of global upheavals,General,Neutral
2023-03-22,NMB support a boon for agricultural sector,Banking,Positive
2023-03-22,IFC chief: How to promote PPP and financial inclusion,General,Neutral
2023-03-21,Tanzania's investments value rises to $8.6 billion in two years,Investment,Positive
2023-03-21,ATCL to receive cargo plane ahead of schedule,Investment,Positive
2023-03-20,Samia: We are reviewing empowerment loans plan,Policy,Neutral
2023-03-20,How to boost Tanzania's exports to India,Trade,Neutral
2023-03-19,Plans to strengthen HESLB and expand lending scope,Policy,Neutral
2023-03-17,Samia revives hopes of making agriculture true economic pillar,Agriculture,Positive
2023-03-17,Tanzania and India now to trade in own currencies,Forex,Positive
2023-03-16,Tanzania signs Sh375 billion deal with AfDB,Investment,Positive
2023-03-16,How Samia’s economic diplomacy has borne fruit in just two years,General,Positive
2023-03-16,Moody's in Tanzania to gauge credit worthiness,Policy,Neutral
2023-03-14,Applause as President Samia expedites strategic projects,General,Positive
2023-03-14,BOT extends administration period of Yetu Microfinance,Banking,Neutral
2023-03-13,Tanzania investment projects up more than 100 percent,Investment,Positive
2023-03-13,A pro-businessapproach that has worked wonders,General,Positive
2023-03-13,Brela in fresh move to curb dubious activities,Banking,Neutral
2023-03-11,Farmers call for a sustainable supply of subsidised fertilisers,Agriculture,Neutral
2023-03-10,Why NMB Bank opted to list Jasiri Bond on Luxembourg bourse,Banking,Neutral
2023-03-10,Horticulture gains new impetus,Agriculture,Neutral
2023-03-10,New agreement set to give local startups a big boost,Investment,Neutral
2023-03-09,"Tanzania, Switzerland sign deal to boost bilateral trade",Trade,Neutral
2023-03-07,Why cash crunch is now a distant memory,General,Positive
2023-03-07,Why CRDB won 2023 SMEs award,Banking,Neutral
2023-03-07,Coffee buying firm back inbusinessafter setbacks,Agriculture,Neutral
2023-03-06,Tanzania reveals new strategy to promote horticulture,Agriculture,Neutral
2023-03-04,Why subsidised fertilisers is boon to importers and dealers,Agriculture,Neutral
2023-03-04,Caution as Tanzania's national debt rises by Sh6.9 trillion in one year,Policy,Negative
2023-03-03,Tanzania gets first Islamic brokerage firm,Banking,Neutral
2023-03-03,Kenyan firms turn to Tanzania for US dollars,Forex,Neutral
2023-03-02,Tanzania to shift to new e-procurement,General,Neutral
2023-03-01,Women and youth benefit from simplified EAC trade regime across borders,Trade,Neutral
2023-03-01,Tanzania and Switzerland launch chamber of commerce,General,Neutral
2023-03-01,Tanzania joins projects financier Africa50,Investment,Neutral
2023-03-01,Tanzania gets funds to maintain cleanliness along SGR line,Transport,Neutral
2023-02-28,Tanzanian firm signs mining supply deal with Elon Musk's Tesla,Investment,Neutral
2023-02-28,Why Mtwara misses revenue targets,General,Negative
2023-02-27,NMB: How Sh572 billion in EU financing will boost lending,Banking,Neutral
2023-02-27,CEOs offer proposals to spur SME growth,General,Neutral
2023-02-25,How the EU’s Sh1.4 trillion support will be spent by three Tanzanian banks,General,Neutral
2023-02-24,IMF upbeat on Tanzania economic growth prospects,Policy,Positive
2023-02-24,"Tanzania, France sign new pact to boost air links",General,Neutral
2023-02-24,TPA offers traders advice on coal exporting opportunities,Trade,Neutral
2023-02-23,Tanzania hopes to attract investors at EA oil forum,Investment,Positive
2023-02-21,CRDB in fresh move to assist innovative youth,Banking,Neutral
2023-02-20,Key factors behind sharp rise in cement use in Tanzania,General,Neutral
2023-02-20,What new mortgage proposition means,General,Neutral
2023-02-20,Bolt plans $530 million investment in Africa,Investment,Positive
2023-02-18,Firms to sign financing deals at Tanzania-EU forum next week,Trade,Neutral
2023-02-17,Company launches training fund for solar airship pilots in Tanzania,General,Neutral
2023-02-17,Revealed: Key sources driving rise of Tanzania's tourism,General,Neutral
2023-02-17,Glass products set for continental free market,Trade,Neutral
2023-02-15,"African nations turn to currency redesign to tackle graft, inflation",Policy,Neutral
2023-02-15,How Tanzania can attain new development levels,General,Neutral
2023-02-15,Tanzania to spend Sh4 trillion to boost national power grid,Energy,Positive
2023-02-15,Tanzania floats East Africa’s largest ship,General,Neutral
2023-02-14,Arusha gem centre set for Sh19 billion expansion,Investment,Positive
2023-02-14,Government in fresh move to plug loopholes for revenue loss,Policy,Neutral
2023-02-14,"Forex reserves: No need to worry, government reassures investors",Forex,Positive
2023-02-14,New World Bank report upbeat on growth prospects,Policy,Neutral
2023-02-13,"Engen, Vivo Energy to form Africa’s largest energy firm",Banking,Positive
2023-02-13,Farmers' income set for record numbers,Agriculture,Positive
2023-02-10,The real reasons for rising inflation,General,Negative
2023-02-08,NSSF yet to find buyer for Dege Eco Village project,Banking,Neutral
