date,headline,url,source,scraped_on
2023-12-11,Empowering Indigenous Communities for Collaborative Prosperity amid COP28 Discussions,https://www.thecitizen.co.tz/tanzania/business/empowering-indigenous-communities-for-collaborative-prosperity-amid-cop28-discussions-4460522,The Citizen,2026-05-19
2023-12-10,"Green-gold initiative aims to mitigate climate change, uplift farmers",https://www.thecitizen.co.tz/tanzania/business/green-gold-initiative-aims-to-mitigate-climate-change-uplift-farmers-4459746,The Citizen,2026-05-19
2023-12-08,Tanzanian minister elected chairperson of AfCFTA council of ministers,https://www.thecitizen.co.tz/tanzania/business/dr-kijaji-to-preside-over-afcfta-s-council-of-ministers-for-one-year-4457722,The Citizen,2026-05-19
2023-12-08,CRDB Bank accepts American Express cards,https://www.thecitizen.co.tz/tanzania/business/crdb-bank-accepts-american-express-cards-4457082,The Citizen,2026-05-19
2023-12-06,Korean firm completes $5 million cashew processing factory,https://www.thecitizen.co.tz/tanzania/business/-korean-firm-completes-5-million-cashew-processing-factory-4455536,The Citizen,2026-05-19
2023-12-05,Absa ushers in a cashless era for Tanzanian businesses,https://www.thecitizen.co.tz/tanzania/business/absa-ushers-in-a-cashless-era-for-tanzanian-businesses-4455672,The Citizen,2026-05-19
2023-12-01,Autodesk Training Center to start operations in Tanzania by January 2024,https://www.thecitizen.co.tz/tanzania/business/autodesk-training-center-to-start-operations-in-tanzania-by-january-2024-4450684,The Citizen,2026-05-19
2023-11-30,Airtel Africa CEO calls for urgent collaboration to tackle climate emergency,https://www.thecitizen.co.tz/tanzania/business/airtel-africa-ceo-calls-for-urgent-collaboration-to-tackle-climate-emergency-4450824,The Citizen,2026-05-19
2023-11-27,"New digital app to ease vehicle servicing, repair",https://www.thecitizen.co.tz/tanzania/business/new-digital-app-to-ease-vehicle-servicing-repair-4446262,The Citizen,2026-05-19
2023-11-27,"NMB named biggest, most compliant taxpayer",https://www.thecitizen.co.tz/tanzania/business/nmb-named-biggest-most-compliant-taxpayer--4446268,The Citizen,2026-05-19
2023-11-24,"Nigerian entrepreneur, Ikpeme Neto, emerges winner ofBusinessHeroes competition",https://www.thecitizen.co.tz/tanzania/business/nigerian-entrepreneur-ikpeme-neto-emerges-winner-of-business-heroes-competition-4445920,The Citizen,2026-05-19
2023-11-23,Businessanalysts urged to embrace emerging technologies,https://www.thecitizen.co.tz/tanzania/business/business-analysts-urged-to-embrace-emerging-technologies-4442296,The Citizen,2026-05-19
2023-11-23,Reasons French firms want to invest in Tanzania,https://www.thecitizen.co.tz/tanzania/business/reasons-french-firms-want-to-invest-in-tanzania-4442306,The Citizen,2026-05-19
2023-11-23,Arusha hotels at full capacity as conferences return to city,https://www.thecitizen.co.tz/tanzania/business/arusha-hotels-at-full-capacity-as-conferences-return-to-city-4442342,The Citizen,2026-05-19
2023-11-20,TPC to invest over Sh112 billion in molasses factory,https://www.thecitizen.co.tz/tanzania/business/tpc-to-invest-over-sh112-billion-in-molasses-factory-4439018,The Citizen,2026-05-19
2023-11-20,Women-owned SMEs get Sh1.8 trillion in NMB Bank loans,https://www.thecitizen.co.tz/tanzania/business/women-owned-smes-get-sh1-8-trillion-in-nmb-bank-loans-4438882,The Citizen,2026-05-19
2023-11-20,Mbeya Cement upbeat as Swiss firm sells its 65 perecent stake,https://www.thecitizen.co.tz/tanzania/business/mbeya-cement-upbeat-as-swiss-firm-sells-its-65-percent-stake-to-amsons-group-4438958,The Citizen,2026-05-19
2023-11-19,888Africa Accelerates Expansion with BetLion Acquisition,https://www.thecitizen.co.tz/tanzania/business/888africa-accelerates-expansion-with-betlion-acquisition-4439532,The Citizen,2026-05-19
2023-11-17,Facebook advertisers in Tanzania to start paying 18 percent VAT,https://www.thecitizen.co.tz/tanzania/business/facebook-advertisers-in-tanzania-to-start-paying-18-percent-vat-4437004,The Citizen,2026-05-19
2023-11-16,"CRDB Bank, Afreximbank sign strategic deal for $115 million facility",https://www.thecitizen.co.tz/tanzania/business/crdb-bank-afreximbank-sign-strategic-deal-for-115-million-facility--4434804,The Citizen,2026-05-19
2023-11-15,Tigo launches digital SIM card,https://www.thecitizen.co.tz/tanzania/business/tigo-launches-digital-sim-card-4434464,The Citizen,2026-05-19
2023-11-14,Halotel clinches Consumer Choice Awards Africa for fourth consecutive year,https://www.thecitizen.co.tz/tanzania/business/halotel-clinches-consumer-choice-awards-africa-for-fourth-consecutive-year-4433032,The Citizen,2026-05-19
2023-11-14,Kenya’s loans 60pc more expensive than Tanzania,https://www.thecitizen.co.tz/tanzania/business/kenya-s-loans-60pc-more-expensive-than-tanzania-rwanda--4433230,The Citizen,2026-05-19
2023-11-09,Letshego Faidika Bank profit hits Sh1.3 billion,https://www.thecitizen.co.tz/tanzania/business/letshego-faidika-bank-profit-hits-sh1-3-billion--4428208,The Citizen,2026-05-19
2023-11-08,Obstacles as entrepreneurs explore digital economy,https://www.thecitizen.co.tz/tanzania/business/obstacles-as-entrepreneurs-explore-digital-economy-4429322,The Citizen,2026-05-19
2023-11-08,Nairobi Safari Club inks management deal with Swiss-Belhotel,https://www.thecitizen.co.tz/tanzania/business/nairobi-safari-club-inks-management-deal-with-swiss-belhotel--4427230,The Citizen,2026-05-19
2023-11-08,High costs of air travel in Africa stifle tourism,https://www.thecitizen.co.tz/tanzania/business/high-costs-of-air-travel-in-africa-stifle-tourism-4426514,The Citizen,2026-05-19
2023-11-07,Investors snap up bank stocks on good financial results,https://www.thecitizen.co.tz/tanzania/business/investors-snap-up-bank-stocks-on-good-financial-results-4425882,The Citizen,2026-05-19
2023-11-06,Investors decry costs of standards approval,https://www.thecitizen.co.tz/tanzania/business/investors-decry-costs-of-standards-approval-4424620,The Citizen,2026-05-19
2023-11-05,Implications of Uganda’s decision to stop buying fuel from Kenyan firms,https://www.thecitizen.co.tz/tanzania/business/implications-of-uganda-s-decision-to-stop-buying-fuel-from-kenyan-firms-4424202,The Citizen,2026-05-19
2023-11-03,Tier-2 banks nearly triple total profit,https://www.thecitizen.co.tz/tanzania/business/tier-2-banks-nearly-triple-total-profit-4421966,The Citizen,2026-05-19
2023-10-30,"TADB, BoT launch agriculture financing training",https://www.thecitizen.co.tz/tanzania/business/tadb-bot-launch-agriculture-financing-training--4417986,The Citizen,2026-05-19
2023-10-30,NMB Bank eyes new record as quarterly profit soars to Sh569 billion,https://www.thecitizen.co.tz/tanzania/business/nmb-bank-eyes-new-record-as-quarterly-profit-soars-to-sh569-billion-4417592,The Citizen,2026-05-19
2023-10-29,Airtel hands over Sh50m to grand winner of ‘Upige Mwingi Promotion’,https://www.thecitizen.co.tz/tanzania/business/airtel-hands-over-sh50m-to-grand-winner-of-upige-mwingi-promotion--4419136,The Citizen,2026-05-19
2023-10-27,Celebrating African Entrepreneurship at the 2023 Africa'sBusinessHeroes Summit and Grand Finale,https://www.thecitizen.co.tz/tanzania/business/celebrating-african-entrepreneurship-at-the-2023-africa-s-business-heroes-summit-and-grand-finale-in-kigali-4415222,The Citizen,2026-05-19
2023-10-26,Tigo seeks to use advanced tech to boost efficiency and safety in mining sector,https://www.thecitizen.co.tz/tanzania/business/tigo-seeks-to-use-advanced-tech-to-boost-efficiency-and-safety-in-mining-sector-4418078,The Citizen,2026-05-19
2023-10-26,Boon for retailers as TBL launches development programme,https://www.thecitizen.co.tz/tanzania/business/boon-for-retailers-as-tbl-launches-development-programme-4414342,The Citizen,2026-05-19
2023-10-26,I&M Bank comes up with collateral-free loans for salaried customers,https://www.thecitizen.co.tz/tanzania/business/i-m-bank-comes-up-with-collateral-free-loans-for-salaried-customers-4414114,The Citizen,2026-05-19
2023-10-24,Mwanga Hakika Bank invests Sh500 million in TMRC,https://www.thecitizen.co.tz/tanzania/business/mwanga-hakika-bank-invests-sh500-million-in-tmrc-4411952,The Citizen,2026-05-19
2023-10-24,Tigo Tanzania unveils WhatsApp integration for Tigo Pesa,https://www.thecitizen.co.tz/tanzania/business/tigo-tanzania-unveils-whatsapp-integration-for-tigo-pesa-4411828,The Citizen,2026-05-19
2023-10-24,Kenya shilling hits 150 against the dollar,https://www.thecitizen.co.tz/tanzania/business/kenya-shilling-official-exchange-rate-against-dollar-hits-150--4411502,The Citizen,2026-05-19
2023-10-23,Mombasa port set for fresh dredging on Dar rivalry,https://www.thecitizen.co.tz/tanzania/business/mombasa-port-set-for-fresh-dredging-on-dar-rivalry--4411976,The Citizen,2026-05-19
2023-10-23,Private firm to help Tanzania to reduce coconut cream imports,https://www.thecitizen.co.tz/tanzania/business/tanzanian-firm-targets-production-of-coconut-cream-4410452,The Citizen,2026-05-19
2023-10-21,Farmers unhappy with auction outcome,https://www.thecitizen.co.tz/tanzania/business/farmers-unhappy-with-auction-outcome-4409194,The Citizen,2026-05-19
2023-10-20,"EABC trains women, youths how to reap from AfCFTA",https://www.thecitizen.co.tz/tanzania/business/eabc-trains-women-youths-how-to-reap-from-afcfta-4407362,The Citizen,2026-05-19
2023-10-19,India-Tanzania trade to exceed $7 billion,https://www.thecitizen.co.tz/tanzania/business/india-tanzania-trade-expected-to-exceed-7-billion-following-president-samia-s-visit-4406918,The Citizen,2026-05-19
2023-10-16,Tanzania shines at World Travel Awards : Full list of winners,https://www.thecitizen.co.tz/tanzania/business/tanzania-wins-eight-categories-at-world-travel-awards-2023-4402980,The Citizen,2026-05-19
2023-10-16,BoT issues new regulations for bureau de change,https://www.thecitizen.co.tz/tanzania/business/bot-issues-new-regulations-for-bureau-de-change-4402986,The Citizen,2026-05-19
2023-10-14,Bus operators push for fare increase as fuel prices soar,https://www.thecitizen.co.tz/tanzania/business/bus-operators-push-for-fare-increase-as-fuel-prices-soar--4400532,The Citizen,2026-05-19
2023-10-13,Unlocking a prosperous and sustainable Pathway in the mining industry: Introducing the Tanzania Mining & Investment Forum 2023,https://www.thecitizen.co.tz/tanzania/business/unlocking-a-prosperous-and-sustainable-pathway-in-the-mining-industry-introducing-the-tanzania-mining-investment-forum-2023-4398942,The Citizen,2026-05-19
2023-10-12,Why Central Zone is a magnet for bank loans,https://www.thecitizen.co.tz/tanzania/business/analysts-why-central-zone-posted-highest-credit-growth-4398304,The Citizen,2026-05-19
2023-10-12,"CRDB touts its sustainable finance in IMF, WB meets",https://www.thecitizen.co.tz/tanzania/business/crdb-touts-its-sustainable-finance-in-imf-wb-meets-4397774,The Citizen,2026-05-19
2023-10-11,"Tanzania targets $15 Billion annual FDI by 2025, says President Samia",https://www.thecitizen.co.tz/tanzania/business/tanzania-targets-15-billion-annual-fdi-by-2025-says-president-samia-4396986,The Citizen,2026-05-19
2023-10-09,Y9 introduces new services,https://www.thecitizen.co.tz/tanzania/business/y9-introduces-new-services-4394780,The Citizen,2026-05-19
2023-10-05,Tanzania sees surge in cargo declaration as maritime trade grows,https://www.thecitizen.co.tz/tanzania/business/tanzania-sees-surge-in-cargo-declaration-as-maritime-trade-grows-4391026,The Citizen,2026-05-19
2023-10-05,Tanzania to host international cashew nut conference,https://www.thecitizen.co.tz/tanzania/business/tanzania-to-host-international-cashew-nut-conference-4390674,The Citizen,2026-05-19
2023-10-05,East Africa sets new record in coffee exports,https://www.thecitizen.co.tz/tanzania/business/east-africa-sets-new-record-in-eu-coffee-exports-4389914,The Citizen,2026-05-19
2023-10-04,Absa Bank Tanzania commits to customer service,https://www.thecitizen.co.tz/tanzania/business/absa-bank-tanzania-reiterates-commitment-to-customer-service-excellence-4389416,The Citizen,2026-05-19
2023-10-01,Consumer Choice Awards Africa gains momentum as companies improve products and advertising,https://www.thecitizen.co.tz/tanzania/business/consumer-choice-awards-africa-gains-momentum-as-companies-improve-products-and-advertising-4386346,The Citizen,2026-05-19
2023-09-29,Tanzania mining practices impress Ugandan experts,https://www.thecitizen.co.tz/tanzania/business/tanzania-mining-practices-impress-ugandan-experts-4384038,The Citizen,2026-05-19
2023-09-28,Ngorongoro’s tourism earnings soar to record Sh176 billion in one year,https://www.thecitizen.co.tz/tanzania/business/ngorongoro-s-tourism-earnings-soar-to-record-sh176-billion-in-one-year-4382922,The Citizen,2026-05-19
2023-09-26,Telcos agree to inject Sh83.5 billion into national broadband backbone,https://www.thecitizen.co.tz/tanzania/business/telcos-agree-to-inject-sh83-5-billion-into-national-broadband-backbone-4380984,The Citizen,2026-05-19
2023-09-26,Fresh opportunity for investors as NMB floats sustainability bond,https://www.thecitizen.co.tz/tanzania/business/fresh-opportunity-for-investors-as-nmb-floats-sustainability-bond-4380930,The Citizen,2026-05-19
2023-09-21,Commercial banks’ credit to agriculture posts highest growth rate,https://www.thecitizen.co.tz/tanzania/business/optimism-as-commercial-banks-credit-to-agriculture-posts-highest-growth-rate-4376188,The Citizen,2026-05-19
2023-09-21,CRDB named best Islamic Banking outfit in E. Africa,https://www.thecitizen.co.tz/tanzania/business/crdb-named-best-islamic-banking-outfit-in-e-africa-4376106,The Citizen,2026-05-19
2023-09-21,NCBA in a new corporate financing campaign,https://www.thecitizen.co.tz/tanzania/business/ncba-in-a-new-corporate-financing-campaign-4376184,The Citizen,2026-05-19
2023-09-20,Yara’s new initiative to raise farmers’ income,https://www.thecitizen.co.tz/tanzania/business/yara-s-new-initiative-to-raise-farmers-income-4374854,The Citizen,2026-05-19
2023-09-19,Tanzania's tourist arrivals to hit 3.8 million,https://www.thecitizen.co.tz/tanzania/business/tourist-arrivals-to-hit-3-8-million-record-as-rebound-beckons-4373514,The Citizen,2026-05-19
2023-09-18,Letshego Faidika Bank unveils new campaign,https://www.thecitizen.co.tz/tanzania/business/letshego-faidika-bank-unveils-new-campaign-4372452,The Citizen,2026-05-19
2023-09-17,"Mercedes-Benz, CFAO Motors pledge to acceleratebusinessefficiency in Tanzania",https://www.thecitizen.co.tz/tanzania/business/mercedes-benz-cfao-motors-pledge-to-accelerate-business-efficiency-in-tanzania-4375350,The Citizen,2026-05-19
2023-09-13,Global shocks widen current account deficit,https://www.thecitizen.co.tz/tanzania/business/global-shocks-widen-current-account-deficit-4367410,The Citizen,2026-05-19
2023-09-08,NMB Bank now third most profitable bank in East Africa,https://www.thecitizen.co.tz/tanzania/business/nmb-bank-shines-as-more-tanzania-s-firms-appear-on-east-africa-s-top-list-4362374,The Citizen,2026-05-19
2023-09-06,Lake Energies moves to boost clean cooking,https://www.thecitizen.co.tz/tanzania/business/lake-energies-moves-to-boost-clean-cooking-4360242,The Citizen,2026-05-19
2023-09-05,Chinesbusinessdelegation to visit Tanzania,https://www.thecitizen.co.tz/tanzania/business/chines-business-delegation-to-visit-tanzania-4358958,The Citizen,2026-05-19
2023-09-02,Tanzania to export processed cashewnuts from 2026,https://www.thecitizen.co.tz/tanzania/business/tanzania-to-export-processed-cashewnuts-from-2026-4356022,The Citizen,2026-05-19
2023-08-31,Islamic banking potential stressed as awareness remains a challenge,https://www.thecitizen.co.tz/tanzania/business/islamic-banking-potential-stressed-as-awareness-remains-a-challenge-4353944,The Citizen,2026-05-19
2023-08-31,Fresh Tanzania's berries attract Israel buyers,https://www.thecitizen.co.tz/tanzania/business/israel-shows-interest-in-tazania-s-berries-as-trade-ties-grow-4353978,The Citizen,2026-05-19
2023-08-26,AD: Access Bank Plc enters into acquisition agreements with Five Standard Chartered Shareholdings in Africa,https://www.thecitizen.co.tz/tanzania/business/ad-access-bank-plc-enters-into-acquisition-agreements-with-five-standard-chartered-shareholdings-in-africa-4348444,The Citizen,2026-05-19
2023-08-23,Why startup owners fail to commercialise operations,https://www.thecitizen.co.tz/tanzania/business/why-startup-owners-fail-to-commercialise-operations-4344718,The Citizen,2026-05-19
2023-08-22,Trade between India and Tanzania hits $6.4 billion,https://www.thecitizen.co.tz/tanzania/business/trade-between-india-and-tanzania-hits-6-4-billion-4343258,The Citizen,2026-05-19
2023-08-21,Fresh move to curb services trade restrictions in EAC,https://www.thecitizen.co.tz/tanzania/business/fresh-move-to-curb-services-trade-restrictions-in-eac-4342054,The Citizen,2026-05-19
2023-08-21,Tanzania woos Ugandan traders with free port storage,https://www.thecitizen.co.tz/tanzania/business/tanzania-woos-ugandan-traders-with-free-port-storage--4341884,The Citizen,2026-05-19
2023-08-18,Deal gives Tanzania’s graphite mining new push,https://www.thecitizen.co.tz/tanzania/business/deal-gives-tanzania-s-graphite-mining-new-push-4339568,The Citizen,2026-05-19
2023-08-17,Tanzanian shilling hits all-time low against dollar,https://www.thecitizen.co.tz/tanzania/business/tanzanian-shilling-hits-all-time-low-against-dollar-4338402,The Citizen,2026-05-19
2023-08-14,15 banks vanish in five years,https://www.thecitizen.co.tz/tanzania/business/15-lenders-vanish-in-five-years-as-banking-industry-consolidates-4335316,The Citizen,2026-05-19
2023-08-14,"Kenya, Tanzania trade war cuts imports 30 percent",https://www.thecitizen.co.tz/tanzania/business/kenya-tanzania-trade-war-cuts-imports-30-percent-4335624,The Citizen,2026-05-19
2023-08-12,Sh40 billion Watumishi Housing Investments project to address housing challenges,https://www.thecitizen.co.tz/tanzania/business/sh40-billion-watumishi-housing-investments-project-to-address-housing-challenges-4334104,The Citizen,2026-05-19
2023-08-10,Firms ‘require $747m to clear outstanding fuel payments’,https://www.thecitizen.co.tz/tanzania/business/firms-require-747m-to-clear-outstanding-fuel-payments--4332274,The Citizen,2026-05-19
2023-08-02,BoA introduces agency banking in new service expansion drive,https://www.thecitizen.co.tz/tanzania/business/boa-introduces-agency-banking-in-new-service-expansion-drive-4324226,The Citizen,2026-05-19
2023-08-01,Reforms working as Tanesco nets Sh2.3 trillion income,https://www.thecitizen.co.tz/tanzania/business/reforms-working-as-tanesco-nets-sh2-3-trillion-income-4322858,The Citizen,2026-05-19
2023-07-25,Indian professionals hail Tanzania's budget,https://www.thecitizen.co.tz/tanzania/business/indian-professionals-hail-tanzania-s-budget-4314934,The Citizen,2026-05-19
2023-07-19,Why some regions lag behind in financial inclusion,https://www.thecitizen.co.tz/tanzania/business/why-peripheral-regions-lag-behind-in-financial-inclusion-despite-recent-gains-4309866,The Citizen,2026-05-19
2023-07-18,Elon Musk's Starlink launched in Kenya,https://www.thecitizen.co.tz/tanzania/business/elon-musk-satellite-data-firm-enters-kenya-market-4308456,The Citizen,2026-05-19
2023-07-18,EIB promises investment boost beyond current Sh1.8 trillion,https://www.thecitizen.co.tz/tanzania/business/eib-promises-to-grow-its-investment-portfolio-in-tanzania-4308308,The Citizen,2026-05-19
2023-07-17,StanChart not exiting entire operations in Tanzania,https://www.thecitizen.co.tz/tanzania/business/stanchart-not-exiting-entire-operations-re-affirms-commitment-to-tanzania-4307052,The Citizen,2026-05-19
2023-07-16,"Government, analysts react to StanChart deal",https://www.thecitizen.co.tz/tanzania/business/government-analysts-react-to-stanchart-deal-4305342,The Citizen,2026-05-19
2023-07-14,StanChart enters sale agreement for its retailbusinessin Tanzania,https://www.thecitizen.co.tz/tanzania/business/stanchart-enters-sale-agreement-for-its-retail-business-in-tanzania-with-access-bank-4303906,The Citizen,2026-05-19
2023-07-13,Credit rating: Why you should not default on your debt at will,https://www.thecitizen.co.tz/tanzania/business/credit-rating-why-you-should-not-default-on-your-debt-at-will--4302246,The Citizen,2026-05-19
2023-07-11,Tanzania and Kenya collect highest taxes on fuel,https://www.thecitizen.co.tz/tanzania/business/tanzania-and-kenya-collect-highest-taxes-on-fuel-4300092,The Citizen,2026-05-19
2023-07-10,DSE turnover down despite improvement in key indices,https://www.thecitizen.co.tz/tanzania/business/dse-turnover-down-despite-improvement-in-key-indices-4298612,The Citizen,2026-05-19
2023-07-07,The East Africa Commercial and Logistics Center Limited to open next year,https://www.thecitizen.co.tz/tanzania/business/the-east-africa-commercial-and-logistics-center-limited-to-open-next-year-4296154,The Citizen,2026-05-19
2023-07-07,"What we know about Threads, Meta's 'Twitter killer'",https://www.thecitizen.co.tz/tanzania/business/what-we-know-about-threads-meta-s-twitter-killer--4295854,The Citizen,2026-05-19
2023-07-07,Why tanzanite production in Mirerani is falling,https://www.thecitizen.co.tz/tanzania/business/why-tanzanite-production-in-mirerani-is-falling-4295798,The Citizen,2026-05-19
2023-07-07,Whybusinessis booming in Namanga,https://www.thecitizen.co.tz/tanzania/business/why-business-is-booming-in-namanga-4294760,The Citizen,2026-05-19
2023-07-06,How Mkombozi Commercial Bank strategy yielded Sh6.79 billion profit,https://www.thecitizen.co.tz/tanzania/business/how-mkombozi-commercial-bank-strategy-yielded-sh6-79-billion-profit-4295126,The Citizen,2026-05-19
2023-07-05,Why DSE trading fell sharply in first half of 2023,https://www.thecitizen.co.tz/tanzania/business/why-dse-trading-fell-sharply-in-first-half-of-2023-4293672,The Citizen,2026-05-19
2023-07-04,Tanzanians in the diaspora urged to take advantage of NSSF investment opportunities,https://www.thecitizen.co.tz/tanzania/business/tanzanians-in-the-diaspora-urged-to-take-advantage-of-nssf-investment-opportunities-4292750,The Citizen,2026-05-19
2023-07-04,"CFAO opens car dealership in Iringa, Morogoro",https://www.thecitizen.co.tz/tanzania/business/cfao-opens-car-dealership-in-iringa-morogoro-4292918,The Citizen,2026-05-19
2023-07-03,Serengeti voted world’s third best nature-based destination,https://www.thecitizen.co.tz/tanzania/business/serengeti-voted-world-s-third-best-nature-based-destination-4291362,The Citizen,2026-05-19
2023-07-03,Why digital transformation is crucial for food processors and packagers,https://www.thecitizen.co.tz/tanzania/business/why-digital-transformation-is-crucial-for-food-processors-and-packagers--4289760,The Citizen,2026-05-19
2023-06-28,Microfinance bodies enter renewable energy funding,https://www.thecitizen.co.tz/tanzania/business/microfinance-bodies-enter-renewable-energy-funding-4286316,The Citizen,2026-05-19
2023-06-27,NBC extends its new digital payment system to Dodoma,https://www.thecitizen.co.tz/tanzania/business/nbc-extends-its-new-digital-payment-system-to-dodoma-4285454,The Citizen,2026-05-19
2023-06-22,"Kenya, Tanzania electricity line to be launched this year",https://www.thecitizen.co.tz/tanzania/business/kenya-tanzania-electricity-line-to-be-launched-this-year-4280016,The Citizen,2026-05-19
2023-06-22,Benefits and challenges of Vicoba,https://www.thecitizen.co.tz/tanzania/business/experts-list-benefits-and-risks-of-village-community-banks-4279376,The Citizen,2026-05-19
2023-06-22,Bank of Africa showers praise on government budget,https://www.thecitizen.co.tz/tanzania/business/bank-of-africa-showers-praise-on-government-budget-4279384,The Citizen,2026-05-19
2023-06-21,"Over 70 businesses, brands to compete in 2023 CCAA awards",https://www.thecitizen.co.tz/tanzania/business/over-70-businesses-brands-to-compete-in-2023-ccaa-awards-4278426,The Citizen,2026-05-19
2023-06-19,"New Taha, Trias partnership sees paradigm shift in lending to small-scale farmers",https://www.thecitizen.co.tz/tanzania/business/new-taha-trias-partnership-sees-paradigm-shift-in-lending-to-small-scale-farmers-4275584,The Citizen,2026-05-19
2023-06-19,Kenya's KenGen plans to expand geothermal projects into Tanzanian market,https://www.thecitizen.co.tz/tanzania/business/kenya-s-kengen-plans-to-expand-geothermal-projects-into-tanzanian-market-4275302,The Citizen,2026-05-19
2023-06-16,EAC partner states Budgets for 2023/2024,https://www.thecitizen.co.tz/tanzania/business/eac-finance-ministers-table-2023-24-budgets-4272350,The Citizen,2026-05-19
2023-06-12,Government gets Sh45.8 billion CRDB dividend,https://www.thecitizen.co.tz/tanzania/business/government-gets-sh45-8-billion-crdb-dividend-4267214,The Citizen,2026-05-19
2023-06-11,Africanbusinessleaders chafe at obstacles to trade,https://www.thecitizen.co.tz/tanzania/business/african-business-leaders-chafe-at-obstacles-to-trade-4266298,The Citizen,2026-05-19
2023-06-09,Puma Energy shareholders receive Sh12.2 billion dividends,https://www.thecitizen.co.tz/tanzania/business/puma-energy-shareholders-receive-sh12-2-billion-dividends-4263650,The Citizen,2026-05-19
2023-06-03,How to increase domestic cooking oil production,https://www.thecitizen.co.tz/tanzania/business/how-to-increase-domestic-cooking-oil-production-4257012,The Citizen,2026-05-19
2023-06-02,Wellworth Hotels pumps $18 million in a five-star hotel in the Serengeti,https://www.thecitizen.co.tz/tanzania/business/wellworth-hotels-pumps-18-million-in-a-five-star-hotel-in-the-serengeti-4255702,The Citizen,2026-05-19
2023-06-01,Rostam's Taifa mining acquires stake in Williamson Diamonds,https://www.thecitizen.co.tz/tanzania/business/rostam-s-taifa-mining-acquires-stake-in-williamson-diamonds-4254320,The Citizen,2026-05-19
2023-05-29,"Gains of Tanzania, India local currency trading",https://www.thecitizen.co.tz/tanzania/business/gains-of-tanzania-india-local-currency-trading-4249998,The Citizen,2026-05-19
2023-05-25,Yetu Microfinance depositors move to NMB Bank,https://www.thecitizen.co.tz/tanzania/business/yetu-microfinance-depositors-move-to-nmb-bank-4246636,The Citizen,2026-05-19
2023-05-23,"CRDB Bank eyes Zambia, Comoro, Malawi in new growth plan",https://www.thecitizen.co.tz/tanzania/business/crdb-bank-eyes-zambia-comoro-malawi-in-new-growth-plan-4244350,The Citizen,2026-05-19
2023-05-23,CRDB to pay record Sh117.5 billion in total dividend to its shareholders,https://www.thecitizen.co.tz/tanzania/business/crdb-to-pay-record-sh117-5-billion-in-total-dividend-to-its-shareholders-4243148,The Citizen,2026-05-19
2023-05-22,Dar port beat Mombasa in new World Bank ranking,https://www.thecitizen.co.tz/tanzania/business/dar-djibouti-ports-beat-mombasa-in-new-world-bank-ranking-4243216,The Citizen,2026-05-19
2023-05-21,How Tanzania trades with world's leading economies,https://www.thecitizen.co.tz/tanzania/business/how-tanzania-trades-with-world-s-leading-economies-4241988,The Citizen,2026-05-19
2023-05-20,Kenya’s political games hurting EAC Common Market,https://www.thecitizen.co.tz/tanzania/business/how-kenya-s-political-games-are-hurting-eac-common-market-4241428,The Citizen,2026-05-19
2023-05-20,"Tanzania, Mauritius and Burundi least profitable for Kenyan banks",https://www.thecitizen.co.tz/tanzania/business/tanzania-mauritius-and-burundi-least-profitable-for-kenyan-banks-as-rwanda-top-earnings-4241418,The Citizen,2026-05-19
2023-05-19,How Tanzania plans to benefit from carbon creditbusiness,https://www.thecitizen.co.tz/tanzania/business/how-tanzania-plans-to-benefit-from-carbon-credit-business-4240268,The Citizen,2026-05-19
