date,headline,url,source,scraped_on
2024-12-17,Fitch affirms Tanzania at ‘B+’ with stable outlook,https://dailynews.co.tz/fitch-affirms-tanzania-at-b-with-stable-outlook/,Daily News,2026-06-22
2024-12-17,"What analysts, business leaders say on corporate tax",https://dailynews.co.tz/what-analysts-business-leaders-say-on-corporate-tax/,Daily News,2026-06-22
2024-12-16,TADB boosts fish production with loan issuance,https://dailynews.co.tz/tadb-boosts-fish-production-with-loan-issuance/,Daily News,2026-06-22
2024-12-16,Airtel intensifies anti-fraud measures,https://dailynews.co.tz/airtel-intensifies-anti-fraud-measures/,Daily News,2026-06-22
2024-12-16,"Sahara Consult, Mastercard Foundation partner to drive digital innovation",https://dailynews.co.tz/sahara-consult-mastercard-foundation-partner-to-drive-digital-innovation/,Daily News,2026-06-22
2024-12-15,Boost for economic stability,https://dailynews.co.tz/boost-for-economic-stability/,Daily News,2026-06-22
2024-12-13,NBC Bank launches offer price reductions for the holiday season campaign,https://dailynews.co.tz/nbc-bank-launches-offer-price-reductions-for-the-holiday-season-campaign/,Daily News,2026-06-22
2024-12-13,Govt advocates biotech to boost agriculture,https://dailynews.co.tz/govt-advocates-biotech-to-boost-agriculture/,Daily News,2026-06-22
2024-12-13,TBS tasked to curb illegal entry of goods,https://dailynews.co.tz/tbs-tasked-to-curb-illegal-entry-of-goods/,Daily News,2026-06-22
2024-12-13,EPZA: Samia’s diplomacy attracts global investors,https://dailynews.co.tz/epza-samias-diplomacy-attracts-global-investors/,Daily News,2026-06-22
2024-12-13,Stakeholders push for smarter revenue collection,https://dailynews.co.tz/stakeholders-push-for-smarter-revenue-collection/,Daily News,2026-06-22
2024-12-13,TMA’s update on Cyclone CHIDO,https://dailynews.co.tz/tma-issues-new-update-regarding-cyclone-chido/,Daily News,2026-06-22
2024-12-12,"A 13.5pc surge in investment in SOEs, driving efficiency",https://dailynews.co.tz/a-13-5pc-surge-in-investment-in-soes-driving-efficiency/,Daily News,2026-06-22
2024-12-12,TBS destroys 18m/- substandard goods,https://dailynews.co.tz/tbs-destroys-18m-substandard-goods/,Daily News,2026-06-22
2024-12-12,Govt: Biotech key driver of development,https://dailynews.co.tz/govt-biotech-key-driver-of-development/,Daily News,2026-06-22
2024-12-11,Coffee price surges to highest on record,https://dailynews.co.tz/coffee-price-surges-to-highest-on-record/,Daily News,2026-06-22
2024-12-11,State: Unregistered lenders face legal measures,https://dailynews.co.tz/state-unregistered-lenders-face-legal-measures/,Daily News,2026-06-22
2024-12-11,BoT automates consumer complaints desk,https://dailynews.co.tz/bot-automates-consumer-complaints-desk/,Daily News,2026-06-22
2024-12-10,YAS reaffirms commitment to advance technology,https://dailynews.co.tz/yas-reaffirms-commitment-to-advance-technology/,Daily News,2026-06-22
2024-12-10,Money in vs money out? Rethinking Africa’s climate financing solutions,https://dailynews.co.tz/money-in-vs-money-out-rethinking-africas-climate-financing-solutions/,Daily News,2026-06-22
2024-12-10,COLUMN: WEEKLY INVESTMENT TALK. Between the numbers: A look at November’s performance at the DSE,https://dailynews.co.tz/column-weekly-investment-talk-between-the-numbers-a-look-at-novembers-performance-at-the-dse/,Daily News,2026-06-22
2024-12-10,COLUMN: NEW THINKING. Tax Commission explores reforms to enhance revenue mobilisation,https://dailynews.co.tz/tax-commission-explores-reforms-to-enhance-revenue-mobilisation/,Daily News,2026-06-22
2024-12-10,Tanzania’s financial inclusion revolution: From savings to stock trading,https://dailynews.co.tz/tanzanias-financial-inclusion-revolution-from-savings-to-stock-trading/,Daily News,2026-06-22
2024-12-10,DSE turnover jumps 164pc in one week,https://dailynews.co.tz/dse-turnover-jumps-164pc-in-one-week/,Daily News,2026-06-22
2024-12-10,Rethinking Corporate Tax: Critical Review,https://dailynews.co.tz/rethinking-corporate-tax-critical-review/,Daily News,2026-06-22
2024-12-09,Tanzania’s investment sector as a pillar of progress and prosperity,https://dailynews.co.tz/tanzanias-investment-sector-as-a-pillar-of-progress-and-prosperity/,Daily News,2026-06-22
2024-12-09,Tanzania’s aviation sector flies higher at 63,https://dailynews.co.tz/tanzanias-aviation-sector-flies-higher-at-63/,Daily News,2026-06-22
2024-12-09,Student-led business ideas awarded 80m/-,https://dailynews.co.tz/student-led-businesses-ideas-awarded-80m/,Daily News,2026-06-22
2024-12-07,Mwinyi urges UK investors to explore untapped opportunities in Tanzania,https://dailynews.co.tz/mwinyi-urges-uk-investors-to-explore-untapped-opportunities-in-tanzania/,Daily News,2026-06-22
2024-12-07,Dar Port upgrades lure global shipping giant,https://dailynews.co.tz/dar-port-upgrades-lure-global-shipping-giant/,Daily News,2026-06-22
2024-12-07,Govt committed to unlocking economic potential – Biteko,https://dailynews.co.tz/govt-committed-to-unlocking-economic-potential-biteko/,Daily News,2026-06-22
2024-12-06,MMI Steel Mills laud government’s business reforms,https://dailynews.co.tz/mmi-steel-mills-laud-governments-business-reforms/,Daily News,2026-06-22
2024-12-06,Jafo: Capitalise on global market opportunities,https://dailynews.co.tz/jafo-capitalise-on-global-market-opportunities/,Daily News,2026-06-22
2024-12-06,"Karamagi pushes for increased production of cash, food crops",https://dailynews.co.tz/karamagi-pushes-for-increased-production-of-cash-food-crops/,Daily News,2026-06-22
2024-12-06,Tax Reforms: A game changer for DSE growth,https://dailynews.co.tz/tax-reforms-a-game-changer-for-dse-growth/,Daily News,2026-06-22
2024-12-06,Sardine traders call for modern drying facilities,https://dailynews.co.tz/sardine-traders-call-for-modern-drying-facilities/,Daily News,2026-06-22
2024-12-06,CRDB named best bank in Tanzania,https://dailynews.co.tz/crdb-named-best-bank-in-tanzania/,Daily News,2026-06-22
2024-12-06,"NMB grabs over 30 awards for innovation, development role",https://dailynews.co.tz/nmb-grabs-over-30-awards-for-innovation-development-role/,Daily News,2026-06-22
2024-12-06,Regional leaders unite to safeguard Indian Ocean fisheries,https://dailynews.co.tz/regional-leaders-unite-to-safeguard-indian-ocean-fisheries/,Daily News,2026-06-22
2024-12-05,Breweries call for fair tax policies to support smaller players,https://dailynews.co.tz/breweries-call-for-fair-tax-policies-to-support-smaller-players/,Daily News,2026-06-22
2024-12-05,TPHPA advocates drone technologies for agriculture,https://dailynews.co.tz/tphpa-advocates-drone-technologies-for-agriculture/,Daily News,2026-06-22
2024-12-05,"EPZA mulls fund for industrial sheds, warehouses",https://dailynews.co.tz/epza-mulls-fund-for-industrial-sheds-warehouses/,Daily News,2026-06-22
2024-12-04,Drones to monitor marine resources countrywide,https://dailynews.co.tz/drones-to-monitor-marine-resources-countrywide/,Daily News,2026-06-22
2024-12-04,TBS warns public on expired products,https://dailynews.co.tz/tbs-warns-public-on-expired-products/,Daily News,2026-06-22
2024-12-04,Tanga port first-quarter cargo handling surpasses yearly target,https://dailynews.co.tz/tanga-port-first-quarter-cargo-handling-surpasses-yearly-target/,Daily News,2026-06-22
2024-12-04,Govt allocates 32bn/- to COSTECH for research projects,https://dailynews.co.tz/govt-allocates-32bn-to-costech-for-research-projects/,Daily News,2026-06-22
2024-12-04,Kibaha to host 550 exhibitors at Business Industrial Week,https://dailynews.co.tz/kibaha-to-host-550-exhibitors-at-business-industrial-week/,Daily News,2026-06-22
2024-12-03,Celebrating Inclusion: SBL’s commitment to empowering PWDs,https://dailynews.co.tz/celebrating-inclusion-sbls-commitment-to-empowering-pwds/,Daily News,2026-06-22
2024-12-03,Bridging gaps: The Samia Infrastructure Bond’s role in national growth,https://dailynews.co.tz/bridging-gaps-the-samia-infrastructure-bonds-role-in-national-growth/,Daily News,2026-06-22
2024-12-03,‘Innovation and sustainability are co-pilots for agri-food sector’s future’,https://dailynews.co.tz/innovation-and-sustainability-are-co-pilots-for-agri-food-sectors-future/,Daily News,2026-06-22
2024-12-03,Dar traders celebrate record profits after Black Friday,https://dailynews.co.tz/dar-traders-celebrate-record-profits-after-black-friday/,Daily News,2026-06-22
2024-12-03,"Expanding consumption, economy drive up import bill",https://dailynews.co.tz/expanding-consumption-economy-drive-up-import-bill/,Daily News,2026-06-22
2024-12-03,KCB pledges to foster digital regional economic integration,https://dailynews.co.tz/kcb-pledges-to-foster-digital-regional-economic-integration/,Daily News,2026-06-22
2024-12-03,Experts push for bio-pesticides adoption,https://dailynews.co.tz/experts-push-for-bio-pesticides-adoption/,Daily News,2026-06-22
2024-12-03,Grape certification boosts market competitiveness,https://dailynews.co.tz/grape-certification-boosts-market-competitiveness/,Daily News,2026-06-22
2024-12-03,Stock Exchange: Reformation for growth,https://dailynews.co.tz/stock-exchange-reformation-for-growth/,Daily News,2026-06-22
2024-12-03,Accountants challenged on public finance management systems,https://dailynews.co.tz/accountants-challenged-on-public-finance-management-systems/,Daily News,2026-06-22
2024-12-02,CRDB bags two consumer choice awards,https://dailynews.co.tz/crdb-bags-two-consumer-choice-awards/,Daily News,2026-06-22
2024-12-02,TASAC clinches top spot for financial reporting,https://dailynews.co.tz/tasac-clinches-top-spot-for-financial-reporting/,Daily News,2026-06-22
2024-12-02,North Mara mine takes second place in ATE awards,https://dailynews.co.tz/north-mara-mine-takes-second-place-in-ate-awards/,Daily News,2026-06-22
2024-12-02,Beverage industry sees significant growth,https://dailynews.co.tz/beverage-industry-sees-significant-growth/,Daily News,2026-06-22
2024-12-01,"At The Wheel expands to Dodoma, promoting safer roads",https://dailynews.co.tz/at-the-wheel-expands-to-dodoma-promoting-safer-roads/,Daily News,2026-06-22
2024-11-30,Why Tanzania needs UN tax convention,https://dailynews.co.tz/why-tanzania-needs-un-tax-convention/,Daily News,2026-06-22
2024-11-30,Mpango pushes for tech solutions in road projects,https://dailynews.co.tz/mpango-pushes-for-tech-solutions-in-road-projects/,Daily News,2026-06-22
2024-11-30,"Govt urges farmers, livestock keepers to prioritize environmentally-friendly practices",https://dailynews.co.tz/govt-urges-farmers-livestock-keepers-to-prioritize-environmentally-friendly-practices/,Daily News,2026-06-22
2024-11-29,NeST Wins “Best Innovative Public Procurement System Project” Award at AAPAM,https://dailynews.co.tz/nest-wins-best-innovative-public-procurement-system-project-award-at-aapam/,Daily News,2026-06-22
2024-11-29,Absa on initiative to drive up cashless economy,https://dailynews.co.tz/absa-on-initiative-to-drive-up-cashless-economy/,Daily News,2026-06-22
2024-11-29,NMB enhances global money transfers platform,https://dailynews.co.tz/nmb-enhances-global-money-transfers-platform/,Daily News,2026-06-22
2024-11-29,Mango prices drop amid surplus,https://dailynews.co.tz/mango-prices-drop-amid-surplus/,Daily News,2026-06-22
2024-11-29,"IMO stresses on maritime safety, environmental protection",https://dailynews.co.tz/imo-stresses-on-maritime-safety-environmental-protection/,Daily News,2026-06-22
2024-11-29,TRA collection econometrics review,https://dailynews.co.tz/tra-collection-econometrics-review/,Daily News,2026-06-22
2024-11-28,"Vodacom, Sanlam launch mobile investments initiative",https://dailynews.co.tz/vodacom-sanlam-launch-mobile-investments-initiative/,Daily News,2026-06-22
2024-11-28,SBL jerks up local hospitality industry professionals to global standards,https://dailynews.co.tz/sbl-jerks-up-local-hospitality-industry-professionals-to-global-standards/,Daily News,2026-06-22
2024-11-28,Farmers in Rukwa set to earn over 70bn/- from NFRA,https://dailynews.co.tz/farmers-in-rukwa-set-to-earn-over-70bn-from-nfra/,Daily News,2026-06-22
2024-11-28,Vodacom commits to drive up cashless economy,https://dailynews.co.tz/vodacom-commits-to-drive-up-cashless-economy/,Daily News,2026-06-22
2024-11-28,BoT urges Unguja residents to submit old banknote,https://dailynews.co.tz/bot-urges-unguja-residents-to-submit-old-banknote/,Daily News,2026-06-22
2024-11-28,Govt reaffirms communication role as Tigo rebrands,https://dailynews.co.tz/govt-reaffirms-communication-role-as-tigo-rebrands/,Daily News,2026-06-22
2024-11-28,Dar businesses thrive on election day,https://dailynews.co.tz/dar-businesses-thrive-on-election-day/,Daily News,2026-06-22
2024-11-27,Telecom opens modern shop at Dodoma SGR station,https://dailynews.co.tz/telecom-opens-modern-shop-at-dodoma-sgr-station/,Daily News,2026-06-22
2024-11-27,Samia bond launch this Friday,https://dailynews.co.tz/samia-bond-launch-this-friday/,Daily News,2026-06-22
2024-11-27,DSE market activity slows for Christmas,https://dailynews.co.tz/dse-market-activity-slows-for-christmas/,Daily News,2026-06-22
2024-11-27,UDSM ponders ways to address agri-food challenges,https://dailynews.co.tz/udsm-ponders-ways-to-address-agri-food-challenges/,Daily News,2026-06-22
2024-11-27,Tanzania eyes trade boost with Belgium,https://dailynews.co.tz/tanzania-eyes-trade-boost-with-belgium/,Daily News,2026-06-22
2024-11-26,Kariakoo businesses reopen 9 days after building collapse,https://dailynews.co.tz/kariakoo-businesses-reopen-9-days-after-building-collapse/,Daily News,2026-06-22
2024-11-26,TANROADS Saccos members deposits rise to 7bn/-,https://dailynews.co.tz/tanroads-saccos-members-deposits-rise-to-7bn/,Daily News,2026-06-22
2024-11-26,More South American Nations Eye BRICS Membership,https://dailynews.co.tz/more-south-american-nations-eye-brics-membership/,Daily News,2026-06-22
2024-11-26,NMB unveils new digital payment option for businesses,https://dailynews.co.tz/nmb-unveils-new-digital-payment-option-for-businesses/,Daily News,2026-06-22
2024-11-26,Livestock prices at Pugu Market up by 9.4 per cent,https://dailynews.co.tz/livestock-prices-at-pugu-market-up-by-9-4-per-cent/,Daily News,2026-06-22
2024-11-26,Business leaders laud govt efforts on tax reforms,https://dailynews.co.tz/business-leaders-laud-govt-efforts-on-tax-reforms/,Daily News,2026-06-22
2024-11-26,"Tanzania’s tax system: Components, revenue sources",https://dailynews.co.tz/tanzanias-tax-system-components-revenue-sources/,Daily News,2026-06-22
2024-11-26,Zanzibar Minister champions youth empowerment at Top 100 CEOs Awards,https://dailynews.co.tz/zanzibar-minister-champions-youth-empowerment-at-top-100-ceos-awards/,Daily News,2026-06-22
2024-11-26,"Expert: Why companies struggle to execute plans, strategies perfectly",https://dailynews.co.tz/expert-why-companies-struggle-to-execute-plans-strategies-perfectly/,Daily News,2026-06-22
2024-11-25,Vodacom launches initiative to upskill 1m youth across Africa,https://dailynews.co.tz/vodacom-launches-initiative-to-upskill-1m-youth-across-africa/,Daily News,2026-06-22
2024-11-25,Shoppers enjoy 40pc Black Friday discounts,https://dailynews.co.tz/shoppers-enjoy-40pc-black-friday-discounts/,Daily News,2026-06-22
2024-11-25,Over 40 local food vendors showcase culinary skills in Dar,https://dailynews.co.tz/over-40-local-food-vendors-showcase-culinary-skills-in-dar/,Daily News,2026-06-22
2024-11-24,"UNLOCKING AGRIC, RENEWABLE ENERGY POTENTIALS:Tanzania to forge global ties",https://dailynews.co.tz/unlocking-agric-renewable-energy-potentialstanzania-to-forge-global-ties/,Daily News,2026-06-22
2024-11-24,Insurance market records 7.4pc growth,https://dailynews.co.tz/insurance-market-records-7-4pc-growth/,Daily News,2026-06-22
2024-11-23,"CURRICULUM DEVELOPMENT:PM hypes tech, economics",https://dailynews.co.tz/curriculum-developmentpm-hypes-tech-economics/,Daily News,2026-06-22
2024-11-22,"NBC Bank launches innovative agric campaign to empower farmers, herders",https://dailynews.co.tz/nbc-bank-launches-innovative-agric-campaign-to-empower-farmers-herders/,Daily News,2026-06-22
2024-11-22,"Vodacom, Sanlam connect individuals to investment opportunities",https://dailynews.co.tz/vodacom-sanlam-connect-individuals-to-investment-opportunities/,Daily News,2026-06-22
2024-11-22,Govt urges producers to prioritise standards,https://dailynews.co.tz/govt-urges-producers-to-prioritise-standards/,Daily News,2026-06-22
2024-11-22,PS orders institutes to collaborate on dairy research,https://dailynews.co.tz/ps-orders-institutes-to-collaborate-on-dairy-research/,Daily News,2026-06-22
2024-11-22,Registrar urges Saccos to comply with Coops laws,https://dailynews.co.tz/registrar-urges-saccos-to-comply-with-coops-laws/,Daily News,2026-06-22
2024-11-22,BoT bans unlicensed digital lending platforms,https://dailynews.co.tz/bot-bans-unlicensed-digital-lending-platforms/,Daily News,2026-06-22
2024-11-22,Zanzibar’s 1st VP attends key tourism meeting in Spain,https://dailynews.co.tz/zanzibars-1st-vp-attends-key-tourism-meeting-in-spain/,Daily News,2026-06-22
2024-11-22,Tax Reform Commission: Charting fiscal excellence,https://dailynews.co.tz/tax-reform-commission-charting-fiscal-excellence/,Daily News,2026-06-22
2024-11-21,"Airtel Africa, UNICEF join forces to transform education",https://dailynews.co.tz/airtel-africa-unicef-join-forces-to-transform-education-2/,Daily News,2026-06-22
2024-11-21,"Airtel Africa, UNICEF join forces to transform education",https://dailynews.co.tz/airtel-africa-unicef-join-forces-to-transform-education/,Daily News,2026-06-22
2024-11-21,Bank of Tanzania blocks 69 unlicensed loan apps,https://dailynews.co.tz/bank-of-tanzania-blocks-69-unlicensed-loan-apps/,Daily News,2026-06-22
2024-11-21,Twiga Minerals controls half of mining sector revenue,https://dailynews.co.tz/twiga-minerals-controls-half-of-mining-sector-revenue/,Daily News,2026-06-22
2024-11-21,"NMB, TSA ink deal to enhance local startups development",https://dailynews.co.tz/nmb-tsa-ink-deal-to-enhance-local-startups-development/,Daily News,2026-06-22
2024-11-21,TANTRADE seeks to create national logo,https://dailynews.co.tz/tantrade-seeks-to-create-national-logo/,Daily News,2026-06-22
2024-11-21,Kariakoo traders prioritise colleagues’ safety,https://dailynews.co.tz/kariakoo-traders-prioritise-colleagues-safety/,Daily News,2026-06-22
2024-11-20,SBL ignites creativity with ‘Lite Your Imagination’ campaign,https://dailynews.co.tz/sbl-ignites-creativity-with-lite-your-imagination-campaign/,Daily News,2026-06-22
2024-11-20,Over 20 local food vendors to showcase culinary talent at Dar food fest,https://dailynews.co.tz/over-20-local-food-vendors-to-showcase-culinary-talent-at-dar-food-fest/,Daily News,2026-06-22
2024-11-20,CRDB promotes positive male role models,https://dailynews.co.tz/crdb-promotes-positive-male-role-models/,Daily News,2026-06-22
2024-11-20,"BoT: Banking sector sound, stable",https://dailynews.co.tz/bot-banking-sector-sound-stable/,Daily News,2026-06-22
2024-11-19,Kariakoo building collapse: A financial wake-up call for Tanzania,https://dailynews.co.tz/kariakoo-building-collapse-a-financial-wake-up-call-for-tanzania/,Daily News,2026-06-22
2024-11-19,Buzwagi SEZ set to drive Lake Zone industrial growth,https://dailynews.co.tz/buzwagi-sez-set-to-drive-lake-zone-industrial-growth/,Daily News,2026-06-22
2024-11-19,"TCCIA, EABC partner to boost youth entrepreneurship",https://dailynews.co.tz/tccia-eabc-partner-to-boost-youth-entrepreneurship/,Daily News,2026-06-22
2024-11-19,Digital platform to boost livestock productivity,https://dailynews.co.tz/digital-platform-to-boost-livestock-productivity/,Daily News,2026-06-22
2024-11-19,Vodacom to upskill youths in Africa,https://dailynews.co.tz/vodacom-to-upskill-youths-in-africa/,Daily News,2026-06-22
2024-11-19,EPZA expands global reach to attract investments,https://dailynews.co.tz/epza-expands-global-reach-to-attract-investments/,Daily News,2026-06-22
2024-11-19,From colonial legacies to transformative tax reforms,https://dailynews.co.tz/from-colonial-legacies-to-transformative-tax-reforms/,Daily News,2026-06-22
2024-11-18,UTT AMIS fund value soars by 46pc in one year,https://dailynews.co.tz/utt-amis-fund-value-soars-by-46pc-in-one-year/,Daily News,2026-06-22
2024-11-18,"StandChart plants 2,000 trees to fight climate change",https://dailynews.co.tz/standchart-plants-2000-trees-to-fight-climate-change/,Daily News,2026-06-22
2024-11-18,TNBC launches working group on ‘blue economy’,https://dailynews.co.tz/tnbc-launches-working-group-on-blue-economy/,Daily News,2026-06-22
2024-11-17,KCB Bank Drives Economic Empowerment for Women and Youth,https://dailynews.co.tz/kcb-bank-drives-economic-empowerment-for-women-and-youth/,Daily News,2026-06-22
